63,Time,Celsius(°C),Serial Number
1,2020-12-10 13:53:38,18.5,000004675
2,2020-12-10 13:53:39,18.5
3,2020-12-10 13:53:40,15.5
4,2020-12-10 13:53:41,18.5
5,2020-12-10 13:53:42,18.5
6,2020-12-10 13:53:43,18.5
7,2020-12-10 13:53:44,18.5
8,2020-12-10 13:53:45,18.5
9,2020-12-10 13:53:46,18.5
10,2020-12-10 13:53:47,19.0
11,2020-12-10 13:53:48,18.5
12,2020-12-10 13:53:49,18.5
13,2020-12-10 13:53:50,18.5
14,2020-12-10 13:53:51,18.5
15,2020-12-10 13:53:52,18.5
16,2020-12-10 13:53:53,18.5
17,2020-12-10 13:53:54,18.5
18,2020-12-10 13:53:55,18.5
19,2020-12-10 13:53:56,18.5
20,2020-12-10 13:53:57,18.5
21,2020-12-10 13:53:58,18.5
22,2020-12-10 13:53:59,18.5
23,2020-12-10 13:54:00,18.5
24,2020-12-10 13:54:01,18.5
25,2020-12-10 13:54:02,18.5
26,2020-12-10 13:54:03,18.5
27,2020-12-10 13:54:04,18.5
28,2020-12-10 13:54:05,18.5
29,2020-12-10 13:54:06,18.5
30,2020-12-10 13:54:07,18.5
31,2020-12-10 13:54:08,18.5
32,2020-12-10 13:54:09,18.5
33,2020-12-10 13:54:10,18.5
34,2020-12-10 13:54:11,18.5
35,2020-12-10 13:54:12,18.5
36,2020-12-10 13:54:13,18.5
37,2020-12-10 13:54:14,18.5
38,2020-12-10 13:54:15,18.5
39,2020-12-10 13:54:16,19.0
40,2020-12-10 13:54:17,18.5
41,2020-12-10 13:54:18,18.5
42,2020-12-10 13:54:19,18.5
43,2020-12-10 13:54:20,19.0
44,2020-12-10 13:54:21,19.0
45,2020-12-10 13:54:22,18.5
46,2020-12-10 13:54:23,19.0
47,2020-12-10 13:54:24,18.5
48,2020-12-10 13:54:25,18.5
49,2020-12-10 13:54:26,19.0
50,2020-12-10 13:54:27,19.0
51,2020-12-10 13:54:28,19.0
52,2020-12-10 13:54:29,19.0
53,2020-12-10 13:54:30,19.0
54,2020-12-10 13:54:31,19.0
55,2020-12-10 13:54:32,19.0
56,2020-12-10 13:54:33,19.0
57,2020-12-10 13:54:34,19.0
58,2020-12-10 13:54:35,19.0
59,2020-12-10 13:54:36,19.0
60,2020-12-10 13:54:37,19.0
61,2020-12-10 13:54:38,19.0
62,2020-12-10 13:54:39,19.0
63,2020-12-10 13:54:40,19.0
64,2020-12-10 13:54:41,19.0
65,2020-12-10 13:54:42,19.0
66,2020-12-10 13:54:43,19.0
67,2020-12-10 13:54:44,19.0
68,2020-12-10 13:54:45,19.0
69,2020-12-10 13:54:46,19.0
